iter,best,mean,std,range
40,4697.371744,5182.981096,1106.201005,3483.58328
41,4709.926682,5621.197506,1525.635386,3874.236261
42,4705.354087,4991.713236,890.5498836,3729.864616
43,4680.576316,4986.126693,882.9963376,3718.110893
44,4671.99682,5824.075773,1599.044815,3751.703571
45,4702.9209,5825.065162,1592.004199,3849.844938
46,4709.070256,4996.03332,799.0844294,3367.815246
47,4683.885614,5203.874887,1076.155655,3445.53906
48,4717.627341,5444.428008,1395.191402,3664.195936
49,4695.516631,5215.144461,1211.07214,3875.487546
50,4678.398947,4959.291236,785.9215623,3313.096084
51,4646.944581,5175.32445,1136.465031,3569.237725
52,4665.895073,5744.578249,1507.493497,3541.045162
53,4682.668057,5560.851318,1423.767815,3541.506627
54,4681.239798,6183.16313,1648.63173,3681.093778
55,4671.71354,4935.791513,805.8358074,3379.849785
56,4656.535574,4901.531925,779.2809151,3261.09717
57,4651.366974,5108.531454,1145.354709,3528.125625
58,4647.807064,4892.159254,845.0573147,3516.679591
59,4636.571454,5096.462675,1116.760749,3475.130837
60,4640.849006,5116.625462,1137.699258,3529.688651
61,4637.54833,5978.55586,1669.291699,3705.563782
62,4632.167401,4899.793096,777.2669649,3271.912625
63,4636.200466,5360.656766,1403.637404,3762.045031
64,4627.885128,5610.215649,1409.376961,3653.267588
65,4650.087818,5007.751611,771.1813685,3311.39406
66,4655.228822,5060.711113,863.1279948,3591.666344
67,4682.705461,5133.517072,894.558488,3668.136445
68,4695.283429,4832.181345,115.0199215,367.5245518
69,4691.988756,7105.989692,1820.838481,4708.116787
70,4653.918867,6069.054975,1737.368393,4584.05034
71,4641.742067,5269.435987,1372.83753,4372.31623
72,4665.765275,5187.350312,1052.317787,3395.612098
73,4653.172586,4743.624812,80.27181184,303.2187535
74,4643.948778,4988.330423,1027.393985,4316.53925
75,4646.910517,4931.48269,842.1726811,3540.035243
76,4630.549698,4684.798095,33.84661701,110.3140682
77,4637.080131,4687.933904,41.58805692,146.7682609
78,4627.410542,4672.446227,37.66469796,156.0322406
79,4626.07446,4698.151613,60.80452572,215.0227197
80,4635.829453,4681.301413,44.91587324,188.9111042
81,4633.222022,4680.005402,41.30168115,156.8518002
82,4626.131152,4654.171316,18.98029415,55.13456258
83,4621.693344,5060.675692,1093.394435,3410.824603
84,4626.554175,4654.846158,21.58192654,73.82917207
85,4626.33374,4646.569477,10.9029684,43.80201913
86,4623.93508,4640.296826,11.7573439,31.9529182
87,4625.827301,4639.617621,14.66672516,55.64081003
88,4622.873609,4842.447769,803.2761742,3330.544614
89,4619.395674,4633.993095,10.44252767,34.84678973
90,4616.324378,5258.826012,1312.661839,3405.176279
91,4617.19045,4845.775571,837.3778944,3471.535295
92,4614.056049,4627.463141,11.36162405,42.91404416
93,4612.681066,4832.674202,826.9250992,3422.566088
94,4608.997661,5262.34655,1339.782164,3491.956007
95,4611.061612,5899.102213,1653.012864,3477.903804
96,4608.737582,5904.533598,1648.410139,3505.689578
97,4607.645896,5893.493581,1648.110822,3485.471855
98,4610.625968,4618.896652,6.403373439,24.72942133
99,4610.114537,5256.96177,1335.589708,3430.093847
100,4606.368012,5039.413585,1127.438813,3439.717458
101,4608.256832,5039.024408,1124.56748,3434.661106
102,4609.950392,6323.854316,1710.55097,3480.580166
103,4613.064216,5677.478981,1572.591824,3454.899821
104,4610.770001,5690.732476,1595.674828,3484.397578
105,4610.723794,5047.472632,1142.588976,3471.873818
106,4609.011531,6109.935937,1696.277909,3446.437411
107,4609.53738,5461.294527,1465.958454,3402.899385
108,4608.895245,5252.802022,1332.40759,3446.422596
109,4608.287017,4611.373333,2.647413656,7.693660971
110,4607.343665,5037.103392,1130.570988,3448.519531
111,4605.59062,5246.719118,1326.44759,3423.210165
112,4603.264399,4608.891323,2.232273687,9.33620969
113,4604.568994,5032.20528,1121.420918,3413.010576
114,4602.152195,5249.225591,1337.103578,3463.082344
115,4600.239775,5033.193767,1129.699289,3455.416401
116,4602.74247,5248.055251,1334.123718,3480.360549
117,4602.047073,4830.037369,813.9493156,3379.756677
118,4600.055513,4606.373346,4.078965296,15.15114121
119,4597.285388,5052.426366,1165.663031,3653.524673
120,4595.398082,5067.421909,1180.621446,3636.313347
121,4594.344526,5048.971311,1120.167455,3518.620766
122,4595.665039,4834.112411,809.6958626,3372.931713
123,4604.350969,4895.567747,866.538535,3640.523064
124,4612.28144,5083.411807,1154.510319,3552.437732
125,4599.853976,4873.847999,819.0151428,3440.965116
126,4600.551978,5076.541658,1119.625323,3514.466317
127,4608.288924,4871.182869,842.4406397,3522.3063
128,4600.733267,4838.204673,822.1028564,3420.862072
129,4602.814105,4628.439693,20.17106287,72.44397716
130,4599.317823,4610.688307,7.684753779,28.11951197
131,4604.417196,4617.11452,12.79912274,43.40594385
132,4598.071685,4611.674723,10.16536618,34.36265079
133,4601.93139,4611.729839,9.729330893,38.43725761
134,4602.109189,5251.664813,1323.492917,3495.377864
135,4602.805848,5053.184519,1130.874668,3474.695906
136,4604.531151,5057.177159,1150.612807,3502.068606
137,4601.039054,4824.21161,805.9661915,3344.399218
138,4599.852252,4823.442841,822.832909,3410.301956
139,4601.506876,4607.633466,5.378002648,17.19083509
140,4599.280665,4818.946434,823.8418358,3410.335019
141,4596.676724,5446.807677,1461.800033,3457.406421
142,4598.537577,4813.873376,819.8404372,3390.540751
143,4595.726051,4600.605751,2.118970061,10.45471666
144,4595.711196,4814.4758,831.2436496,3438.141375
145,4596.027525,6314.661406,1715.925679,3475.953748
146,4596.202022,5877.928594,1652.186839,3429.772203
147,4595.281449,5026.813979,1129.649707,3426.381312
148,4594.756397,4812.039576,826.322987,3417.61015
149,4595.649534,5026.487321,1133.219098,3429.22787
150,4595.404841,5459.82567,1492.809712,3489.0448
151,4595.506517,5242.770177,1340.610015,3444.53132
152,4595.771176,6104.22442,1707.993789,3511.793712
153,4596.001674,5883.773391,1658.874412,3458.431137
154,4594.552033,5454.247287,1483.767951,3458.505771
155,4595.560396,5024.429422,1127.943966,3415.848959
156,4595.504654,5024.334209,1126.488975,3410.390619
157,4595.268857,4598.185455,1.526992279,5.101077389
158,4594.568953,5232.813131,1320.926275,3393.21576
159,4594.354592,4596.895027,2.841040766,12.30607975
160,4592.614028,5874.637275,1648.138109,3465.478864
161,4593.762534,5888.406107,1664.145356,3483.670089
162,4594.358265,5245.517511,1348.402994,3476.419946
163,4594.566392,5028.580628,1140.642337,3466.519125
164,4593.835131,5452.028215,1483.087887,3465.724397
165,4593.250998,4594.889026,0.9763385374,3.225702152
